Otu,Phylum.consensus,Class.consensus,Order.consensus,Family.consensus,Genus.consensus,Phylum-TBAS,Class-TBAS,Order-TBAS,Family-TBAS,Genus-TBAS,Trophic mode,Guild,Phylum.unite,Class.unite,Order.unite,Family.unite,Genus.unite,confidence.unite,Phylum.ncbi,Class.ncbi,Order.ncbi,Family.ncbi,Genus.ncbi
Otu1981,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,0.77,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus
Otu1539,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Ascomycota,Dothideomycetes,Abrothallales,Abrothallaceae,Abrothallus,Pathotroph,Lichen Parasite,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,0.93,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma
Otu2052,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,0.01,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum
Otu717,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.06,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA
Otu755,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.13,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA
Otu2344,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.25,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA
Otu3077,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.03,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA
Otu333,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu792,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu796,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu919,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Symbiotroph,Ectomycorrhizal,NA,NA,NA,NA,NA,0.01,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu1228,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.46,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu1392,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,0.91,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu1567,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu2715,Basidiomycota,Tremellomycetes,NA,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu2825,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,0,0,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,0.56,Basidiomycota,Tremellomycetes,NA,NA,NA
Otu117,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu135,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,NA,NA,NA,NA,NA,0.63,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu203,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Favolus,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Favolus,0.98,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu246,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0.1,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu250,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Basidiomycota,NA,NA,NA,NA,0.29,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu291,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Planistromellaceae,Kellermania,Pathotroph,Plant Pathogen,Basidiomycota,NA,NA,NA,NA,0.15,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu298,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Symbiotroph,Ectomycorrhizal,NA,NA,NA,NA,NA,0.02,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu638,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,NA,0.37,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu708,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.01,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu725,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Eurotiomycetes,Coryneliales,Coryneliaceae,Caliciopsis,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0.1,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu829,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Zhurbenkoa,0,0,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu958,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,1,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu1194,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Basidiomycota,Agaricomycetes,NA,NA,NA,0.52,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu1381,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Teratoramularia,0,0,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,1,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu1544,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Ascomycota,Leotiomycetes,Rhytismatales,Phacidiaceae,Phacidium,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,0.86,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu1747,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,0.54,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2041,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Leotiomycetes,Rhytismatales,Phacidiaceae,Phacidium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.06,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2225,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0.43,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2476,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,NA,0.7,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2596,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Peniophorella,Ascomycota,Dothideomycetes,Valsariales,Valsariaceae,Valsaria,Saprotroph,Wood Saprotroph,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Peniophorella,0,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2615,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,NA,NA,NA,0,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2624,Basidiomycota,Agaricomycetes,NA,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0.12,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2630,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Heliocybe,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Heliocybe,1,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu2842,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Leotiomycetes,Rhytismatales,Phacidiaceae,Phacidium,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0.44,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu3174,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,Ascomycota,Leotiomycetes,Rhytismatales,Phacidiaceae,Phacidium,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0.07,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu3240,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Perenniporia,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Perenniporia,0.91,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu3329,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,NA,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,NA,0.43,Basidiomycota,Agaricomycetes,NA,NA,NA
Otu547,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Zhurbenkoa,0,0,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,0.39,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus
Otu977,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus,Ascomycota,Dothideomycetes,Stigmatodiscales,Stigmatodiscaceae,Stigmatodiscus,0,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus
Otu1368,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,NA,NA,NA,NA,0.02,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium
Otu1424,Basidiomycota,NA,NA,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.02,Basidiomycota,NA,NA,NA,NA
Otu3406,Basidiomycota,NA,NA,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pathotroph,Plant Pathogen,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,0.59,Basidiomycota,NA,NA,NA,NA
Otu296,Basidiomycota,Agaricomycetes,Boletales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Symbiotroph,Endophyte,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,0.86,Basidiomycota,Agaricomycetes,Boletales,NA,NA
Otu2006,Basidiomycota,Agaricomycetes,Boletales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Symbiotroph,Endophyte,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,0.89,Basidiomycota,Agaricomycetes,Boletales,NA,NA
Otu3394,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus,Ascomycota,Leotiomycetes,Helotiales,Hemiphacidiaceae,Meria,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.02,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gymnopus
Otu353,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,NA,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,NA,0.2,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,NA
Otu3400,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,NA,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Basidiomycota,Exobasidiomycetes,Microstromatales,Microstromatales_fam_Incertae_sedis,Jaminaea,0,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,NA
Otu2246,Basidiomycota,Microbotryomycetes,NA,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Microbotryomycetes,Leucosporidiales,NA,NA,0,Basidiomycota,Microbotryomycetes,NA,NA,NA
Otu2487,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.04,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius
Otu98,Basidiomycota,Tremellomycetes,Tremellales,NA,Kwoniella,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_fam_Incertae_sedis,Kwoniella,0,Basidiomycota,Tremellomycetes,Tremellales,NA,Kwoniella
Otu312,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthomendoza,Symbiotroph,Lichenized,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,0.67,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia
Otu2680,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Teratoramularia,0,0,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,1,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria
Otu3358,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,NA,NA,NA,0.22,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria
Otu96,Basidiomycota,Microbotryomycetes,NA,NA,Colacogloea,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.06,Basidiomycota,Microbotryomycetes,NA,NA,Colacogloea
Otu561,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0.47,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu651,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Crinipellis,0.25,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu1423,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,NA,0.03,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu1604,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0.14,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu1756,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0.83,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu1875,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0.11,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu2416,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0.14,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
Otu421,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,NA,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,NA,0.13,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,NA
Otu1162,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Leptogium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lachnella,0.83,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius
Otu2382,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Gyromitra,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.6,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius
Otu552,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Hebeloma,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Gyromitra,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,0.13,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Hebeloma
Otu1530,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA
Otu826,Basidiomycota,Agaricomycetes,Polyporales,NA,Flavodon,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,0.17,Basidiomycota,Agaricomycetes,Polyporales,NA,Flavodon
Otu2860,Basidiomycota,Agaricomycetes,Polyporales,NA,Flavodon,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.03,Basidiomycota,Agaricomycetes,Polyporales,NA,Flavodon
Otu428,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Saccharomycetes,Saccharomycetales,unclassified,Candida,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,0.99,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu565,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0.25,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu732,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.14,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu1519,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Eurotiomycetes,unclassified,unclassified,unclassified,0,0,NA,NA,NA,NA,NA,0.57,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu2015,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,0,0,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,0.98,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu2475,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pathotroph,Plant Pathogen,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,0.55,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu3176,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,0.51,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu3260,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,0,0,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,NA,NA,0.42,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu3454,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Saprotroph-Symbiotroph,Endophyte-Undefined Saprotroph,NA,NA,NA,NA,NA,0.07,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu514,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0.26,Basidiomycota,Agaricostilbomycetes,NA,NA,Kondoa
Otu1871,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,NA,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Galiella,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,NA,0.02,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,NA
Otu2526,Basidiomycota,Cystobasidiomycetes,NA,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0,Basidiomycota,Cystobasidiomycetes,NA,NA,NA
